模型,句1词牌,句1题目,句1内容,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,恐生淆乱,沁园春,凌霄阁夜坐抒怀,恐生祸乱,0.9061,0.7500,0.1561
doubao-seed-2.0-pro,沁园春,宗门感事,凭阑久,祝英台近,宗门夜望有感,凭栏伫,0.9059,0.3333,0.5726
doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,祝英台近,宗门夜望有感,凭栏伫,0.9059,0.3333,0.5726
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,凭阑久,祝英台近,宗门夜望有感,凭栏伫,0.9059,0.3333,0.5726
doubao-seed-2.0-pro,清平乐,宗门夜坐感怀,也知铜律堪凭,清平乐,宗门夜坐抒怀,也知严律堪凭,0.9059,0.8333,0.0726
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,凌霄阁夜坐抒怀,凭栏望,0.9058,0.6667,0.2391
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,欲把陈规轻换,浪淘沙,云阁夜思,欲把陈规换,0.9054,0.9091,-0.0037
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,欲把陈规轻换,浪淘沙,云阁夜思,欲把陈规换,0.9054,0.9091,-0.0037
doubao-seed-2.0-pro,浪淘沙,夜坐宗门云阁有感,众论难降,浪淘沙,宗门夜坐感怀,众论难安,0.9052,0.7500,0.1552
doubao-seed-2.0-pro,浪淘沙,夜坐宗门云阁有感,众论难降,浪淘沙,云阁夜思,众论难安,0.9052,0.7500,0.1552
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,浪淘沙,夜坐宗门云阁有感,众论难降,0.9052,0.7500,0.1552
doubao-seed-2.0-pro,浪淘沙,夜坐宗门云阁有感,众论难降,浪淘沙,凌霄阁夜坐有感,众论难安,0.9052,0.7500,0.1552
doubao-seed-2.0-pro,菩萨蛮,宗门夜坐抒怀,松风扫殿疏钟歇,菩萨蛮,云台夜坐有感,松风卷罢疏钟歇,0.9051,0.7143,0.1908
doubao-seed-2.0-pro,沁园春,玄峰议事后感,万仞玄峰,沁园春,宗门感怀,万仞剑峰,0.9050,0.7500,0.1550
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,沁园春,宗门感怀,万仞剑峰,0.9050,0.7500,0.1550
doubao-seed-2.0-pro,沁园春,宗门感事,抬眸处,沁园春,宗门感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,宗门感事,抬眸处,沁园春,凌霄阁感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,玄峰议事后感,抬眸处,沁园春,凌霄阁感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,玄峰议事后感,抬眸处,沁园春,宗门感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,宗门夜思,抬眸处,沁园春,宗门感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,宗门夜思,抬眸处,沁园春,凌霄阁感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,玄峰议事后感,抬眸处,沁园春,凌霄峰感事,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,宗门感事,抬眸处,沁园春,凌霄峰感事,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,宗门夜思,抬眸处,沁园春,凌霄峰感事,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,抬眸处,沁园春,凌霄峰感事,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,抬眸处,沁园春,凌霄阁感怀,凝眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,宗门感怀,凝眸处,沁园春,登云阁望剑坪有感,抬眸处,0.9046,0.6667,0.2379
doubao-seed-2.0-pro,沁园春,凌霄宗感事,鹤绕层台,沁园春,宗门感事,鹤绕丹台,0.9044,0.7500,0.1544
doubao-seed-2.0-pro,沁园春,凌霄宗感事,鹤绕层台,沁园春,登望云峰有感,鹤绕丹台,0.9044,0.7500,0.1544
doubao-seed-2.0-pro,菩萨蛮,玄峰观事有感,欲革陈规弊,菩萨蛮,夜坐凌霄阁感宗门事,欲更陈规弊,0.9041,0.8000,0.1041
doubao-seed-2.0-pro,清平乐,宗门感事,也知严律堪防,清平乐,宗阁夜思,也知严律防危,0.9039,0.8333,0.0705
doubao-seed-2.0-pro,祝英台近,宗阁感怀,欲将陈例轻更,沁园春,凌霄峰感事,欲将陈例轻裁,0.9039,0.8333,0.0705
doubao-seed-2.0-pro,沁园春,凌霄宗感事,雾锁古坛,沁园春,宗门夜坐抒怀,雾锁玄坛,0.9037,0.7500,0.1537
